Name,Gender,Price,Sale Price,Colors,Item Link,Image Link,Subcategory,Store
Gamma LT Pant Women's, Women, $200.00, $N/A, Black || Symbiome || Cobalt Moon || Macro || , https://arcteryx.com/ca/en/shop/womens/gamma-lt-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Pant-W-Symbiome.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Ravenna Pant Women's, Women, $600.00, $N/A, Black || Dark Inertia ||  || , https://arcteryx.com/ca/en/shop/womens/ravenna-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Ravenna-Pant-W-Dark-Inertia.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Andessa Pant Women's, Women, $660.00, $N/A, Enigma || Black ||  || , https://arcteryx.com/ca/en/shop/womens/andessa-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Andessa-Pant-W-Enigma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Beta SL Pant Women's, Women, $320.00, $N/A, Black || , https://arcteryx.com/ca/en/shop/womens/beta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Beta-SL-Pant-W-Black.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Beta SV Bib Pant Women's, Women, $700.00, $N/A, Black || Rhapsody || , https://arcteryx.com/ca/en/shop/womens/beta-sv-bib-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Beta-SV-Bib-Pant-W-Rhapsody.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Axina Knicker Women's, Women, $200.00, $N/A, Enigma || , https://arcteryx.com/ca/en/shop/womens/axina-knicker#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Axina-Knicker-W-Enigma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Creston Pant Women's, Women, $130.00, $N/A, Inertia || Black || Cobalt Moon || , https://arcteryx.com/ca/en/shop/womens/creston-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Pant-W-Inertia.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Creston Capri Women's, Women, $120.00, $N/A, Black || Astral || , https://arcteryx.com/ca/en/shop/womens/creston-capri#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Capri-W-Astral.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Serres Pant Women's, Women, $150.00, $N/A, Inertia || Black || , https://arcteryx.com/ca/en/shop/womens/serres-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Serres-Pant-W-Inertia.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Cita Pant Women's, Women, $140.00, $N/A, Black || Astral || , https://arcteryx.com/ca/en/shop/womens/cita-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Cita-Pant-W-Black.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Kyla Pant Women's, Women, $110.00, $N/A, Black || Symbiome || Exosphere || , https://arcteryx.com/ca/en/shop/womens/kyla-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Pant-W-Symbiome.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Delaney Legging Women's, Women, $100.00, $N/A, Jute || Megacosm || Black || , https://arcteryx.com/ca/en/shop/womens/delaney-legging#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Delaney-Legging-W-Black.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma FL Pant Women's, Women, $250.00, $N/A, Black || Cobalt Moon || , https://arcteryx.com/ca/en/shop/womens/sigma-fl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-FL-Pant-W-Cobalt-Moon.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma SL Pant Women's, Women, $200.00, $N/A, Stratosphere || Labyrinth || , https://arcteryx.com/ca/en/shop/womens/sigma-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-SL-Pant-W-Stratosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Zeta SL Pant Women's, Women, $300.00, $N/A, Black || Dimma || , https://arcteryx.com/ca/en/shop/womens/zeta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Zeta-SL-Pant-W-Dimma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sabria Short Women's, Women, $120.00, $N/A, Black || Astral || Dimma || , https://arcteryx.com/ca/en/shop/womens/sabria-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sabria-Short-W-Dimma.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Kyla Romper Women's, Women, $130.00, $N/A, Black || Dracaena || Solus || , https://arcteryx.com/ca/en/shop/womens/kyla-romper#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Romper-W-Dracaena.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 4.5 Women's, Women, $90.00, $N/A, Inertia || Black || Astral || Cobalt Moon || Astro Eden || , https://arcteryx.com/ca/en/shop/womens/creston-short-4-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-4.5-W-Inertia.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Devis Short Women's, Women, $100.00, $N/A, Dracaena || Carbon Fibre || , https://arcteryx.com/ca/en/shop/womens/devis-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Devis-Short-W-Dracaena.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 10.5 Women's, Women, $100.00, $N/A, Black || Astral || , https://arcteryx.com/ca/en/shop/womens/creston-short-10-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-10.5-W-Black.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Taema Short 6 Women's, Women, $90.00, $N/A, Black || Macro || , https://arcteryx.com/ca/en/shop/womens/taema-short-6#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Taema-Short-6-W-Macro.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Kapta Short 3.5 Women's, Women, $120.00, $N/A, Black || Macro || , https://arcteryx.com/ca/en/shop/womens/kapta-short-3-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kapta-Short-3.5-W-Macro.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Kyla Short Women's, Women, $90.00, $N/A, Exosphere || Solus || , https://arcteryx.com/ca/en/shop/womens/kyla-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Short-W-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Gamma LT Short Women's, Women, $150.00, $N/A, Symbiome || Cobalt Moon || Macro || , https://arcteryx.com/ca/en/shop/womens/gamma-lt-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Short-W-Symbiome.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Taema Skort Women's, Women, $100.00, $N/A, Dark Dakini || Black || Astral || , https://arcteryx.com/ca/en/shop/womens/taema-skort#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Taema-Skort-W-Dark-Dakini.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Long Weekend Tie-Dye Short,Women,47.95,28.77,MULTI (mul) || VISTA BLUE (vis),https://www.billabong.com/en-ca/long-weekend-tie-dye-short-194843329081.html,"https://images.boardriders.com/global/billabong-products/all/default/small/abjns00124_billabong,l_mul_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,49.95,N/A,OFF BLACK (ofb) || LIGHT CHAMBRAY (bfw0) || CHESTNUT (cnt) || SAGE (sag) || CHAMBRAY (chy) || BRONZE (brz),https://www.billabong.com/en-ca/road-trippin-short-194843402289.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j202eroa_billabong,l_ofb_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,49.95,N/A,OFF BLACK (ofb) || LIGHT CHAMBRAY (bfw0) || CHESTNUT (cnt) || SAGE (sag) || CHAMBRAY (chy) || BRONZE (brz),https://www.billabong.com/en-ca/road-trippin-short-828570326487.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j202eroa_billabong,l_ofb_frt1.jpg",womens_shorts,Billabong
How Bout That Indigo Denim Short,Women,79.95,N/A,FADED DENIM (fam) || ACID RINSE (ari),https://www.billabong.com/en-ca/how-bout-that-indigo-denim-short-828570698669.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2161bho_billabong,wg_fam_frt1.jpg",womens_shorts,Billabong
Island Getaway Short,Women,65.95,N/A,WHITE CAP (wcp),https://www.billabong.com/en-ca/island-getaway-short-194843032608.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2233bis_billabong,wg_wcp_frt1.jpg",womens_shorts,Billabong
Long Weekend Tie-Dye Short,Women,47.95,28.77,MULTI (mul) || VISTA BLUE (vis),https://www.billabong.com/en-ca/long-weekend-tie-dye-short-194843329050.html,"https://images.boardriders.com/global/billabong-products/all/default/small/abjns00124_billabong,l_mul_frt1.jpg",womens_shorts,Billabong
Leave Rad Short,Women,59.95,N/A,VISTA BLUE (vis) || ALMOND (alm),https://www.billabong.com/en-ca/leave-rad-short-194843032790.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2752ble_billabong,wg_vis_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,65.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-828570831318.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Buttoned Up Denim Short,Women,65.95,N/A,CANTEEN (ctn) || SEA BLEACH (sbc) || BEACH BLUE (bcb) || ACID RINSE (ari) || WILD HONEY (wdh),https://www.billabong.com/en-ca/buttoned-up-denim-short-679370441913.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204gbut_billabong,wg_ctn_frt1.jpg",womens_shorts,Billabong
Drift Away Denim Short,Women,65.95,N/A,BLUE WAVE (bwa) || INDIGO RINSE (igr),https://www.billabong.com/en-ca/drift-away-denim-short-828570637217.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j251ubdr_billabong,wg_bwa_frt1.jpg",womens_shorts,Billabong
Lite Hearted Denim Short,Women,65.95,N/A,BLACK PEBBLE (bpb) || INDIGO RINSE (igr),https://www.billabong.com/en-ca/lite-hearted-denim-short-828570698980.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j226jlit_billabong,w_bpb_frt1.jpg",womens_shorts,Billabong
Lite Hearted Denim Short,Women,65.95,N/A,BLACK PEBBLE (bpb) || INDIGO RINSE (igr),https://www.billabong.com/en-ca/lite-hearted-denim-short-679370443177.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j226jlit_billabong,w_bpb_frt1.jpg",womens_shorts,Billabong
Buttoned Up Denim Short,Women,65.95,N/A,CANTEEN (ctn) || SEA BLEACH (sbc) || BEACH BLUE (bcb) || ACID RINSE (ari) || WILD HONEY (wdh),https://www.billabong.com/en-ca/buttoned-up-denim-short-828570698041.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204gbut_billabong,wg_ctn_frt1.jpg",womens_shorts,Billabong
Drift Away Denim Short,Women,59.95,N/A,SALT CRYSTAL (scs),https://www.billabong.com/en-ca/drift-away-denim-short-828570699062.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j250ubdr_billabong,l_scs_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,49.95,N/A,OFF BLACK (ofb) || LIGHT CHAMBRAY (bfw0) || CHESTNUT (cnt) || SAGE (sag) || CHAMBRAY (chy) || BRONZE (brz),https://www.billabong.com/en-ca/road-trippin-short-679370039547.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j202eroa_billabong,l_ofb_frt1.jpg",womens_shorts,Billabong
Buttoned Up Denim Short,Women,65.95,N/A,CANTEEN (ctn) || SEA BLEACH (sbc) || BEACH BLUE (bcb) || ACID RINSE (ari) || WILD HONEY (wdh),https://www.billabong.com/en-ca/buttoned-up-denim-short-679370876500.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204gbut_billabong,wg_ctn_frt1.jpg",womens_shorts,Billabong
Road Trippin Yarn Dye Shorts,Women,49.95,N/A,BLACK (blk),https://www.billabong.com/en-ca/road-trippin-yarn-dye-shorts-194843368363.html,"https://images.boardriders.com/global/billabong-products/all/default/small/abjns00100_billabong,wg_blk_frt1.jpg",womens_shorts,Billabong
Drift Away Denim Short,Women,65.95,N/A,BLUE WAVE (bwa) || INDIGO RINSE (igr),https://www.billabong.com/en-ca/drift-away-denim-short-194843377273.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j251ubdr_billabong,wg_bwa_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,47.95,N/A,OFF BLACK (ofb) || LIGHT CHAMBRAY (bfw0) || CHESTNUT (cnt) || SAGE (sag) || CHAMBRAY (chy) || BRONZE (brz),https://www.billabong.com/en-ca/road-trippin-short-194843032134.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j202eroa_billabong,l_ofb_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,47.95,N/A,OFF BLACK (ofb) || LIGHT CHAMBRAY (bfw0) || CHESTNUT (cnt) || SAGE (sag) || CHAMBRAY (chy) || BRONZE (brz),https://www.billabong.com/en-ca/road-trippin-short-679370039424.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j202eroa_billabong,l_ofb_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-194843032271.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-194843032301.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Buttoned Up Denim Short,Women,59.95,N/A,CANTEEN (ctn) || SEA BLEACH (sbc) || BEACH BLUE (bcb) || ACID RINSE (ari) || WILD HONEY (wdh),https://www.billabong.com/en-ca/buttoned-up-denim-short-194843032196.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204gbut_billabong,wg_ctn_frt1.jpg",womens_shorts,Billabong
Buttoned Up Denim Short,Women,59.95,N/A,CANTEEN (ctn) || SEA BLEACH (sbc) || BEACH BLUE (bcb) || ACID RINSE (ari) || WILD HONEY (wdh),https://www.billabong.com/en-ca/buttoned-up-denim-short-828570831202.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204gbut_billabong,wg_ctn_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,49.95,N/A,BROWN SUGAR (bns) || COOL WIP (cwp) || BLACK PEBBLE (bpb),https://www.billabong.com/en-ca/road-trippin-short-194843032165.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j203pbro_billabong,wg_bns_frt1.jpg",womens_shorts,Billabong
How Bout That Indigo Denim Short,Women,77.95,N/A,FADED DENIM (fam) || ACID RINSE (ari),https://www.billabong.com/en-ca/how-bout-that-indigo-denim-short-828570831509.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2161bho_billabong,wg_fam_frt1.jpg",womens_shorts,Billabong
Lite Hearted Cord Short,Women,69.95,N/A,CHESTNUT (cnt),https://www.billabong.com/en-ca/lite-hearted-cord-short-194843032332.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j215vbli_billabong,wg_cnt_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,49.95,N/A,SURF BLUE (srf) || WASHED CORAL (wcr),https://www.billabong.com/en-ca/road-trippin-short-194843032905.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2773bro_billabong,wg_srf_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,47.95,N/A,BROWN SUGAR (bns) || COOL WIP (cwp) || BLACK PEBBLE (bpb),https://www.billabong.com/en-ca/road-trippin-short-828570831110.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j203pbro_billabong,wg_bns_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,47.95,N/A,BROWN SUGAR (bns) || COOL WIP (cwp) || BLACK PEBBLE (bpb),https://www.billabong.com/en-ca/road-trippin-short-828570831141.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j203pbro_billabong,wg_bns_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,47.95,N/A,OFF BLACK (ofb) || LIGHT CHAMBRAY (bfw0) || CHESTNUT (cnt) || SAGE (sag) || CHAMBRAY (chy) || BRONZE (brz),https://www.billabong.com/en-ca/road-trippin-short-828570831073.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j202eroa_billabong,l_ofb_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-828570327286.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Road Trippin Short,Women,49.95,N/A,SURF BLUE (srf) || WASHED CORAL (wcr),https://www.billabong.com/en-ca/road-trippin-short-194843032875.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2773bro_billabong,wg_srf_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-828570327439.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-828570698171.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Come At Me 2 Short,Women,59.95,N/A,GUAVA (gva),https://www.billabong.com/en-ca/come-at-me-2-short-194843032578.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2213bco_billabong,wg_gva_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-828570698218.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Wild Pursuit Short Overall,Women,64.95,N/A,INK (ink) || SAGE (sag) || CHAMBRAY (chy) || HENNA (hen) || SALT CRYSTAL (scs) || OFF BLACK (ofb) || INK BLUE STRIPE (ibt) || NUTMEG (nut),https://www.billabong.com/en-ca/wild-pursuit-short-overall-828570698188.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j204tbwi_billabong,l_ink_frt1.jpg",womens_shorts,Billabong
Gold Coast Short,Women,49.95,34.97,ROSA (ros) || PALM TREE (pmt) || WILD HONEY (wdh),https://www.billabong.com/en-ca/gold-coast-short-828570831677.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2402bgo_billabong,wg_ros_frt1.jpg",womens_shorts,Billabong
Bermuda Playsuit Overall,Women,69.95,41.97,BAYLEAF (byf),https://www.billabong.com/en-ca/bermuda-playsuit-overall-828570698607.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2131bbe_billabong,wg_byf_frt1.jpg",womens_shorts,Billabong
Day After Day Short,Women,65.95,39.57,BAYLEAF (byf),https://www.billabong.com/en-ca/day-after-day-short-828570698492.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j212ubda_billabong,wg_byf_frt1.jpg",womens_shorts,Billabong
Leave Rad Short,Women,65.95,46.17,BLACK (blk) || BRONZE (brz) || LOVELY LILAC (lvl),https://www.billabong.com/en-ca/leave-rad-short-828570831738.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2712ble_billabong,wg_blk_frt1.jpg",womens_shorts,Billabong
U Know Me Short,Women,75.95,53.17,BAYLEAF (byf) || OFF BLACK (ofb),https://www.billabong.com/en-ca/u-know-me-short-828570831424.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2152buk_billabong,wg_byf_frt1.jpg",womens_shorts,Billabong
Mon Amor Short,Women,55.95,39.17,GEORGIA PEACH (gpe),https://www.billabong.com/en-ca/mon-amor-short-828570831707.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2702bmo_billabong,l_gpe_frt1.jpg",womens_shorts,Billabong
Kiss The Wind Short,Women,59.95,41.97,COOL WIP (cwp),https://www.billabong.com/en-ca/kiss-the-wind-short-828570832193.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2912bki_billabong,wg_cwp_frt1.jpg",womens_shorts,Billabong
Leave Rad Short,Women,59.95,41.97,VISTA BLUE (vis) || ALMOND (alm),https://www.billabong.com/en-ca/leave-rad-short-828570832018.html,"https://images.boardriders.com/global/billabong-products/all/default/small/j2752ble_billabong,wg_vis_frt1.jpg",womens_shorts,Billabong
