Name,Gender,Price,Sale Price,Colors,Item Link,Image Link,Subcategory,Store
Atlin Chino Pant Men's, Men, $120.00, $N/A, Mutu || Cobalt Moon || Pilot || , https://arcteryx.com/ca/en/shop/mens/atlin-chino-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Atlin-Chino-Pant-Pilot.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Stowe Pant Men's, Men, $130.00, $N/A, Taxus || Black || Cinder || Agra || , https://arcteryx.com/ca/en/shop/mens/stowe-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Stowe-Pant-Taxus.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Levon Pant Men's, Men, $180.00, $N/A, Carbon Copy || Elk || Arbour || , https://arcteryx.com/ca/en/shop/mens/levon-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Levon-Pant-Elk.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Russet Pant Men's, Men, $160.00, $N/A, Carbon Copy || Exosphere || , https://arcteryx.com/ca/en/shop/mens/russet-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Russet-Pant-Exosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma FL Pant Men's, Men, $250.00, $N/A, Black || Cinder || Yukon || Kingfisher || , https://arcteryx.com/ca/en/shop/mens/sigma-fl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-FL-Pant-Yukon.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma SL Pant Men's, Men, $200.00, $N/A, Black || Cryptochrome || Labyrinth || , https://arcteryx.com/ca/en/shop/mens/sigma-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-SL-Pant-Cryptochrome.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Gamma LT Pant Men's, Men, $200.00, $N/A, Black || Exosphere || Agra || Labyrinth || , https://arcteryx.com/ca/en/shop/mens/gamma-lt-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Pant-Agra.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Gamma MX Pant Men's, Men, $300.00, $N/A, Black || Dracaena || Exosphere || , https://arcteryx.com/ca/en/shop/mens/gamma-mx-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-MX-Pant-Exosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Cassiar Pant Men's, Men, $650.00, $N/A, Black || Paradox ||  || , https://arcteryx.com/ca/en/shop/mens/cassiar-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Cassiar-Pant-Paradox.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Macai Pant Men's, Men, $660.00, $N/A, Black || Neptune ||  || , https://arcteryx.com/ca/en/shop/mens/macai-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Macai-Pant-Neptune.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Axino Knicker Men's, Men, $200.00, $N/A, Enigma || , https://arcteryx.com/ca/en/shop/mens/axino-knicker#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Axino-Knicker-Enigma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Proton Pant Men's, Men, $200.00, $N/A, Black || Exosphere || , https://arcteryx.com/ca/en/shop/mens/proton-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Proton-Pant-Exosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Gamma AR Pant Men's, Men, $250.00, $N/A, Black || Cobalt Moon || Paradox || , https://arcteryx.com/ca/en/shop/mens/gamma-ar-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-AR-Pant-Paradox.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Beta SL Pant Men's, Men, $320.00, $N/A, Black || , https://arcteryx.com/ca/en/shop/mens/beta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Beta-SL-Pant-Black.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Zeta SL Pant Men's, Men, $300.00, $N/A, Black || Labyrinth || , https://arcteryx.com/ca/en/shop/mens/zeta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Zeta-SL-Pant-Labyrinth.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Aptin Short Men's, Men, $100.00, $N/A, Black || Cinder || Paradigm || , https://arcteryx.com/ca/en/shop/mens/aptin-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Aptin-Short-Paradigm.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Atlin Chino Short Men's, Men, $100.00, $N/A, Mutu || Cobalt Moon || Pilot || , https://arcteryx.com/ca/en/shop/mens/atlin-chino-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Atlin-Chino-Short-Pilot.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Lefroy Short Men's, Men, $100.00, $N/A, Black || Cobalt Moon || Cryptochrome || Elk || , https://arcteryx.com/ca/en/shop/mens/lefroy-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Lefroy-Short-Cryptochrome.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Palisade Short Men's, Men, $160.00, $N/A, Black || Cobalt Moon || Cryptochrome || Elk || , https://arcteryx.com/ca/en/shop/mens/palisade-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Palisade-Short-Elk.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Russet Short 12 Men's, Men, $120.00, $N/A, Mutu || Carbon Copy || Exosphere || , https://arcteryx.com/ca/en/shop/mens/russet-short-12#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Russet-Short-12-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 8 Men's, Men, $100.00, $N/A, Exosphere || Agra || , https://arcteryx.com/ca/en/shop/mens/creston-short-8#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-8-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 11 Men's, Men, $110.00, $N/A, Black || Exosphere || Agra || Arbour || , https://arcteryx.com/ca/en/shop/mens/creston-short-11#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-11-Agra.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Incendo Short 9 Men's, Men, $100.00, $N/A, Black || Aeroponic || Exosphere || , https://arcteryx.com/ca/en/shop/mens/incendo-short-9#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Incendo-Short-9-Aeroponic.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Stowe Short 9.5 Men's, Men, $100.00, $N/A, Taxus || Black || Cinder || Matter || , https://arcteryx.com/ca/en/shop/mens/stowe-short-9-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Stowe-Short-9.5-Taxus.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Motus Short 6 Men's, Men, $130.00, $N/A, Hubble || Black || , https://arcteryx.com/ca/en/shop/mens/motus-short-6#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Motus-Short-6-Hubble.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Gamma LT Short Men's, Men, $150.00, $N/A, Black || Exosphere || Agra || , https://arcteryx.com/ca/en/shop/mens/gamma-lt-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Short-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Surftrek Wick Walkshorts,Men,69.95,N/A,COFFEE (cof) || BERMUDA (bda) || BLACK (blk) || GREY (gry) || KHAKI (kha) || NAVY (nvy) || PACIFIC (pac),https://www.billabong.com/en-ca/surftrek-wick-walkshorts-828570736095.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2161bsw_billabong,f_cof_frt1.jpg",mens_shorts,Billabong
Surftrek Wick Walkshorts,Men,69.95,N/A,COFFEE (cof) || BERMUDA (bda) || BLACK (blk) || GREY (gry) || KHAKI (kha) || NAVY (nvy) || PACIFIC (pac),https://www.billabong.com/en-ca/surftrek-wick-walkshorts-828570735791.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2161bsw_billabong,f_cof_frt1.jpg",mens_shorts,Billabong
Surftrek Wick Walkshorts,Men,69.95,N/A,COFFEE (cof) || BERMUDA (bda) || BLACK (blk) || GREY (gry) || KHAKI (kha) || NAVY (nvy) || PACIFIC (pac),https://www.billabong.com/en-ca/surftrek-wick-walkshorts-828570735999.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2161bsw_billabong,f_cof_frt1.jpg",mens_shorts,Billabong
Surftrek Wick Walkshorts,Men,69.95,N/A,COFFEE (cof) || BERMUDA (bda) || BLACK (blk) || GREY (gry) || KHAKI (kha) || NAVY (nvy) || PACIFIC (pac),https://www.billabong.com/en-ca/surftrek-wick-walkshorts-828570735890.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2161bsw_billabong,f_cof_frt1.jpg",mens_shorts,Billabong
Surftrek Wick Walkshorts,Men,69.95,N/A,COFFEE (cof) || BERMUDA (bda) || BLACK (blk) || GREY (gry) || KHAKI (kha) || NAVY (nvy) || PACIFIC (pac),https://www.billabong.com/en-ca/surftrek-wick-walkshorts-194843053207.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2161bsw_billabong,f_cof_frt1.jpg",mens_shorts,Billabong
Crossfire Submersible Walkshort,Men,59.95,N/A,BROWN (brn) || MIDNIGHT (mid) || ASPHALT (alt) || BURGUNDY (bur) || GREY (gry) || KHAKI (kha) || LIGHT MILITARY (lmt) || NAVY (nvy) || LAGOON (lag),https://www.billabong.com/en-ca/crossfire-submersible-walkshort-828570732905.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2021bcx_billabong,f_brn_frt1.jpg",mens_shorts,Billabong
Balance Shorts,Men,49.95,N/A,BLACK (blk) || LIGHT GREY (lgr),https://www.billabong.com/en-ca/balance-shorts-828570618445.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m250vbbs_billabong,m_blk_frt1.jpg",mens_shorts,Billabong
Scheme Cargo Shorts,Men,69.95,N/A,CHARCOAL CAMO (ccm) || LIGHT KHAKI (lkh) || MILITARY CAMO (mcm),https://www.billabong.com/en-ca/scheme-cargo-shorts-828570737030.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2361bsc_billabong,m_ccm_frt1.jpg",mens_shorts,Billabong
Crossfire Slub Submersible Walkshort,Men,65.95,N/A,CHINO (chi) || DENIM BLUE (dnb) || BLACK (blk) || DEEP OCEAN (doc) || LIGHT KHAKI (lkh) || MILITARY CAMO (mcm) || NAVY (nvy) || SEAFOAM (sfm) || SPEARMINT (spe),https://www.billabong.com/en-ca/crossfire-slub-submersible-walkshort-828570733957.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2031bcs_billabong,f_chi_frt1.jpg",mens_shorts,Billabong
Crossfire X  Mid Submersible Walkshort,Men,59.95,N/A,PURP (pu6) || TEAL (tea) || DARK MINT (dmi) || SPEARMINT (spe) || BAY BLUE (ybb),https://www.billabong.com/en-ca/crossfire-x-mid-submersible-walkshort-828570847814.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2011bcm_billabong,f_pu6_frt1.jpg",mens_shorts,Billabong
Crossfire Slub Submersible Walkshort,Men,65.95,N/A,CHINO (chi) || DENIM BLUE (dnb) || BLACK (blk) || DEEP OCEAN (doc) || LIGHT KHAKI (lkh) || MILITARY CAMO (mcm) || NAVY (nvy) || SEAFOAM (sfm) || SPEARMINT (spe),https://www.billabong.com/en-ca/crossfire-slub-submersible-walkshort-828570734152.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2031bcs_billabong,f_chi_frt1.jpg",mens_shorts,Billabong
Crossfire Slub Submersible Walkshort,Men,65.95,N/A,CHINO (chi) || DENIM BLUE (dnb) || BLACK (blk) || DEEP OCEAN (doc) || LIGHT KHAKI (lkh) || MILITARY CAMO (mcm) || NAVY (nvy) || SEAFOAM (sfm) || SPEARMINT (spe),https://www.billabong.com/en-ca/crossfire-slub-submersible-walkshort-828570734053.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2031bcs_billabong,f_chi_frt1.jpg",mens_shorts,Billabong
Crossfire Fade Submersible,Men,65.95,N/A,NAVY (nvy) || CHARCOAL (chr),https://www.billabong.com/en-ca/crossfire-fade-submersible-828570849221.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2502bcf_billabong,f_nvy_frt1.jpg",mens_shorts,Billabong
Crossfire Slub Submersible Walkshort,Men,65.95,N/A,CHINO (chi) || DENIM BLUE (dnb) || BLACK (blk) || DEEP OCEAN (doc) || LIGHT KHAKI (lkh) || MILITARY CAMO (mcm) || NAVY (nvy) || SEAFOAM (sfm) || SPEARMINT (spe),https://www.billabong.com/en-ca/crossfire-slub-submersible-walkshort-828570733650.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2031bcs_billabong,f_chi_frt1.jpg",mens_shorts,Billabong
Crossfire Submersible Walkshort,Men,59.95,N/A,BROWN (brn) || MIDNIGHT (mid) || ASPHALT (alt) || BURGUNDY (bur) || GREY (gry) || KHAKI (kha) || LIGHT MILITARY (lmt) || NAVY (nvy) || LAGOON (lag),https://www.billabong.com/en-ca/crossfire-submersible-walkshort-828570733384.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2021bcx_billabong,f_brn_frt1.jpg",mens_shorts,Billabong
Crossfire Slub Submersible Walkshort,Men,65.95,N/A,CHINO (chi) || DENIM BLUE (dnb) || BLACK (blk) || DEEP OCEAN (doc) || LIGHT KHAKI (lkh) || MILITARY CAMO (mcm) || NAVY (nvy) || SEAFOAM (sfm) || SPEARMINT (spe),https://www.billabong.com/en-ca/crossfire-slub-submersible-walkshort-828570733865.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2031bcs_billabong,f_chi_frt1.jpg",mens_shorts,Billabong
Sandpiper Submersible Walkshort,Men,65.95,N/A,BLACK HEATHER (bkh) || ALLOY HEATHER (ahe) || DUSTY BLUE (dyb),https://www.billabong.com/en-ca/sandpiper-submersible-walkshort-828570848224.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2091bsp_billabong,m_bkh_frt1.jpg",mens_shorts,Billabong
Surftrek Perf Elastic Walkshorts,Men,69.95,N/A,DARK TEAL TIE DYE (dty) || OLIVE CAMO (olc) || ALLOY HEATHER (ahe) || BLACK (blk) || CAMO (cmm) || GREY TIE DYE (gtd) || BERMUDA HEATHER (bmr) || DARK SLATE (dka),https://www.billabong.com/en-ca/surftrek-perf-elastic-walkshorts-828570738372.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2461bsp_billabong,f_dty_frt1.jpg",mens_shorts,Billabong
Surftrek Perf Elastic Walkshorts,Men,69.95,N/A,DARK TEAL TIE DYE (dty) || OLIVE CAMO (olc) || ALLOY HEATHER (ahe) || BLACK (blk) || CAMO (cmm) || GREY TIE DYE (gtd) || BERMUDA HEATHER (bmr) || DARK SLATE (dka),https://www.billabong.com/en-ca/surftrek-perf-elastic-walkshorts-828570738419.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2461bsp_billabong,f_dty_frt1.jpg",mens_shorts,Billabong
Surftrek Heather Walkshorts,Men,69.95,N/A,DARK INDIGO HEATHER (dih) || INDIGO HEATHER (inh) || KHAKI HEATHER (khh) || CHARCOAL HEATHER (chh) || LIGHT BLUE HEATHER (lbh),https://www.billabong.com/en-ca/surftrek-heather-walkshorts-828570737856.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2421bsh_billabong,f_dih_frt1.jpg",mens_shorts,Billabong
New Order Slub Submersible Walkshort,Men,65.95,N/A,BLACK (blk) || DARK MILITARY (dkm) || RUSTIC BROWN (rbn) || ALLOY (aly) || HARBOR BLUE (hbl) || MUSTARD (mus),https://www.billabong.com/en-ca/new-order-slub-submersible-walkshort-194843052750.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2071bns_billabong,f_blk_frt1.jpg",mens_shorts,Billabong
Crossfire X  Mid Submersible Walkshort,Men,59.95,N/A,PURP (pu6) || TEAL (tea) || DARK MINT (dmi) || SPEARMINT (spe) || BAY BLUE (ybb),https://www.billabong.com/en-ca/crossfire-x-mid-submersible-walkshort-194843051975.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2011bcm_billabong,f_pu6_frt1.jpg",mens_shorts,Billabong
Crossfire Spacer Submersible,Men,75.95,N/A,CHAR (crc) || PACIFIC (pac),https://www.billabong.com/en-ca/crossfire-spacer-submersible-194843052637.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2063bcs_billabong,f_crc_frt1.jpg",mens_shorts,Billabong
Crossfire X  Mid Submersible Walkshort,Men,59.95,N/A,PURP (pu6) || TEAL (tea) || DARK MINT (dmi) || SPEARMINT (spe) || BAY BLUE (ybb),https://www.billabong.com/en-ca/crossfire-x-mid-submersible-walkshort-194843051876.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2011bcm_billabong,f_pu6_frt1.jpg",mens_shorts,Billabong
Crossfire Spacer Submersible,Men,75.95,N/A,CHAR (crc) || PACIFIC (pac),https://www.billabong.com/en-ca/crossfire-spacer-submersible-194843052514.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2063bcs_billabong,f_crc_frt1.jpg",mens_shorts,Billabong
New Order Overdye Submersible Walkshort,Men,65.95,N/A,DEEP RED (drd) || DEEP TEAL (dta) || BLACK (blk) || WASHED BLUE (wbl) || MILITARY (mil),https://www.billabong.com/en-ca/new-order-overdye-submersible-walkshort-194843053023.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2081bno_billabong,f_drd_frt1.jpg",mens_shorts,Billabong
Crossfire Fade Submersible,Men,65.95,N/A,NAVY (nvy) || CHARCOAL (chr),https://www.billabong.com/en-ca/crossfire-fade-submersible-194843053566.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2502bcf_billabong,f_nvy_frt1.jpg",mens_shorts,Billabong
Transport Elastic Short,Men,69.95,N/A,MILITARY (mil) || BLACK (blk) || CLAY (cly),https://www.billabong.com/en-ca/transport-elastic-short-828570849429.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2512bte_billabong,m_mil_frt1.jpg",mens_shorts,Billabong
New Order Slub Submersible Walkshort,Men,65.95,N/A,BLACK (blk) || DARK MILITARY (dkm) || RUSTIC BROWN (rbn) || ALLOY (aly) || HARBOR BLUE (hbl) || MUSTARD (mus),https://www.billabong.com/en-ca/new-order-slub-submersible-walkshort-194843052842.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2071bns_billabong,f_blk_frt1.jpg",mens_shorts,Billabong
New Order Overdye Submersible Walkshort,Men,65.95,N/A,DEEP RED (drd) || DEEP TEAL (dta) || BLACK (blk) || WASHED BLUE (wbl) || MILITARY (mil),https://www.billabong.com/en-ca/new-order-overdye-submersible-walkshort-194843053115.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2081bno_billabong,f_drd_frt1.jpg",mens_shorts,Billabong
Transport Elastic Short,Men,69.95,N/A,MILITARY (mil) || BLACK (blk) || CLAY (cly),https://www.billabong.com/en-ca/transport-elastic-short-828570849467.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2512bte_billabong,m_mil_frt1.jpg",mens_shorts,Billabong
New Order Slub Submersible Walkshort,Men,65.95,N/A,BLACK (blk) || DARK MILITARY (dkm) || RUSTIC BROWN (rbn) || ALLOY (aly) || HARBOR BLUE (hbl) || MUSTARD (mus),https://www.billabong.com/en-ca/new-order-slub-submersible-walkshort-194843052934.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2071bns_billabong,f_blk_frt1.jpg",mens_shorts,Billabong
Transport Elastic Short,Men,69.95,N/A,MILITARY (mil) || BLACK (blk) || CLAY (cly),https://www.billabong.com/en-ca/transport-elastic-short-194843053764.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2512bte_billabong,m_mil_frt1.jpg",mens_shorts,Billabong
Surftrek Perf Elastic Walkshorts,Men,69.95,N/A,DARK TEAL TIE DYE (dty) || OLIVE CAMO (olc) || ALLOY HEATHER (ahe) || BLACK (blk) || CAMO (cmm) || GREY TIE DYE (gtd) || BERMUDA HEATHER (bmr) || DARK SLATE (dka),https://www.billabong.com/en-ca/surftrek-perf-elastic-walkshorts-194843053481.html,"https://images.boardriders.com/global/billabong-products/all/default/small/m2461bsp_billabong,f_dty_frt1.jpg",mens_shorts,Billabong
